Score,Time,Summary,Text,Sentiment,AI_Sentiment_Score,AI_Sentiment
5,2008-05-07,Fan-friggen-tastic,"These are very good.<br />Like salt-and-vinegar potato chips, but more substantial and delicious. The almond gives a nice hint of sweetness under the assault of the vinegar. I've eaten 2/3rds a can at one sitting.",Positive,0.8976,Positive
5,2012-10-16,Starbucks Coffee,Starbucks Pike Place Roast K-Cup Portions.  This is my favorite coffee for my Keurig K-Cup Brewer. I drink it every morning that is what helps me get started. This price is good too.,Positive,0.8176,Positive
3,2007-10-09,Strange Label,I was ready to buy these seeds and I figured I would see what Nutiva actually charges.  $54.99!  BUT the packaging is different.  Why does Amazon sell the same product with different labelling?  Is it actually the same product or are you paying less for a cheaper version?  Just a question that should be raised since companies are in the habit of caring about their bottom lines over our bodies.,Neutral,0.8021,Positive
5,2010-04-01,"lower cost, low fat granola that tastes great","Lower fat granola usually tastes lacking, and are sold generally at organic food stores, which are inconvenient and more costly.  This product tastes great, particularly for a national-brand granola.  You'll have to shop carefully on price, because the current prices I'm seeing on Amazon (4/1/2010) is exceptionally high.  But, if attainable at a good price, it's a great granola.",Positive,0.9001,Positive
5,2010-01-30,Favorite Gum,This is my favorite gum. It has a great taste and keeps your breath fresh for a whole hour. I love this stuff! Plus it is sugar free.,Positive,0.9531,Positive
5,2012-08-16,a quote from my dog,"my dog wanted to do this review for you guys. i said sure. dog: ""nom nom nom.... medicine!? what medicine???""",Positive,0.5502,Positive
5,2012-10-09,my favorite flavor,"Arrived in two plastic bags inside a box. I found the tootsie pops to be great, not perfect, but pretty close. Didn't have the problems some other reviewers had...no old or super sticky wrappers. Some of the pops may have been blems or maybe what's considered factory seconds?? They were broken up but yet in one piece as if they were glued back together with sugar! Sounds crazy but that's the best way I can explain it. Would I order from them again? Absolutely!!",Positive,0.808,Positive
4,2012-09-22,"Tastes Great, But Not So Useful","I actually purchased this to origanally replace galic powder as that what I typed in when this came up. I figured I use a peppercorn grinder and a seasalt grinder, so why not a garlic grinder. Sadly the grinder on this unit still leaves the dried garlic in large chunks, which means it is essentially putting dried minced garlic on or in your food. With how readiliy available peeled garlic cloves are at the grocery store, mincing fresh garlic is almost as easy, is cheaper, and tastes better than this product. That being said this is the best tasting dry garlic I have ever had, but I cannot recommend buying it.<br /><br />Overall I am giving it four stars, as I think it is the best product at what it is, but the failed logic behind it will prevent it from getting five stars.",Positive,0.8629,Positive
5,2012-06-27,Nettle Tea,"I wonder how many post office workers considered this to be something other than Nettle :)<br />Very pungent smell before even openining the package and when it was opened I was suprised to see two small pillow size bags of neetle. Very good quality and I ended up just putting in about a tablespoon for the oversized cup of tea..let it sit for a few mintutes to settle and strained off just a bit on the stuff that wouldn't sink...tastes great and delivery was just a few days..it actually arrived the same time my amazon prime packaged arrived...great product, great service and although it was be a while before I order more I will come back to this place...",Positive,-0.6592,Negative
2,2011-04-06,Ehhh,"I normally bake from scratch, so that could be part of my dissatisfaction, but I thought the muffins tasted like bisquick (Which we stopped using years ago when we learned to make pancakes and waffles from scratch) . It was easy to tell they came from a mix and not from scratch because of this. I used whole milk (like the directions called for) and will not be buying this product again. They taste OK, but not great. Convenient, sure, but you get out of it what you put in to it.",Negative,0.1693,Positive
4,2010-01-17,Thin & crispy but too salty,"I love blue corn tortillas and their products. I had been eating the Guiltless Gourmet brand Blue Corn Tortilla Chips for many years but ultimately found their chips a bit thick & bland. I decided to try out Garden of Eatin, and I am glad I did. Thinner and crispier than the GG brand with a richer blue corn flavor. If I didn't know they were baked, I'd think they were fried! My only complaint is the excessive salt which is super obvious on a dark blue chip. I just brush the extra salt off but this can be a pain. I'd buy a salt-free option if they offered it in their baked blue chips, but they only offer it in the fried blue chips. For now, these'll do. I like eating dipping them into my homemade, low-salt guacamole- YUM!!",Positive,0.9624,Positive
5,2011-12-27,I love this product.,I have been giving this product to my son since he wasa few months old. I like how it has a little flavor to it. I love Earth's Best and have never had any issues with this product being clumped up upon receipt.,Positive,0.9231,Positive
4,2012-04-01,"""Get Up, Stand Up, Stand Up For Your Coffee""","Bob Marley's son Rohan, besides being a noted athlete and musician, is also a successful entrepreneur, having started ""Marley Coffee,"" the maker of ""Marley Coffee, Stir It Up, Exotic Floral and Berry, One Love, Organic Medium Ethiopia Yirgacheffee,"" (fifteen single serve pods).<br /><br />Everyone in my family tried some of the coffee this morning and the results were generally very good; ""smooth"" x3, ""nutty,"" x2, ""nice taste,"" ""I like mine a little stronger.""  Pretty good comments from these life long coffee drinkers.  No one gushed that they were going to rush out and place another order, however.<br /><br />Bob Marley's name has been used to sell lots of things Bob probably wouldn't have endorsed while he was alive. To his credit, Rohan's signature actually appears on the outside of the box, so he is not technically appropriating his father's name.  He is asserting his own name and standing behind the product himself.<br /><br />Several of the drinker's this morning were hoping for a little THC mellow-out over their bacon and eggs.  Didn't happen.  However, everyone agreed that this coffee (which curiously doesn't smell that attractive before the pod is brewed) is worthy of the high-end packaging and its Ethiopian (and Jamacian) heritage.",Positive,0.9822,Positive
